raw_id,raw_split,split,input,output
543,train,0,Sion win 4-2 on agrregate .,"{""person"": [], ""organization"": [""Sion""], ""location"": [], ""miscellaneous"": []}"
544,train,0,In Vinnytsya :,"{""person"": [], ""organization"": [], ""location"": [""Vinnytsya""], ""miscellaneous"": []}"
545,train,0,Nyva Vinnytsya ( Ukraine ) 1 Tallinna Sadam ( Estonia ) 0 ( 0-0 ),"{""person"": [], ""organization"": [""Nyva Vinnytsya"", ""Tallinna Sadam""], ""location"": [""Ukraine"", ""Estonia""], ""miscellaneous"": []}"
546,train,0,"Attendance : 3,000","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
547,train,0,Aggregate score 2-2 .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
548,train,0,Nyva qualified on away goals rule .,"{""person"": [], ""organization"": [""Nyva""], ""location"": [], ""miscellaneous"": []}"
549,train,0,In Bergen : Brann ( Norway ) 2 Shelbourne ( Ireland ) 1 ( 1-1 ),"{""person"": [], ""organization"": [""Brann"", ""Shelbourne""], ""location"": [""Bergen"", ""Norway"", ""Ireland""], ""miscellaneous"": []}"
550,train,0,Scorers :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
551,train,0,"Brann - Mons Ivar Mjelde ( 10th ) , Jan Ove Pedersen ( 72nd )","{""person"": [""Mons Ivar Mjelde"", ""Jan Ove Pedersen""], ""organization"": [""Brann""], ""location"": [], ""miscellaneous"": []}"
552,train,0,Shelbourne - Mark Rutherford ( 5th ),"{""person"": [""Mark Rutherford""], ""organization"": [""Shelbourne""], ""location"": [], ""miscellaneous"": []}"
553,train,0,"Attendance : 2,189","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
554,train,0,Brann win 5-2 on aggregate,"{""person"": [], ""organization"": [""Brann""], ""location"": [], ""miscellaneous"": []}"
555,train,0,In Sofia : Levski Sofia ( Bulgaria ) 1 Olimpija ( Slovenia ) 0,"{""person"": [], ""organization"": [""Levski Sofia"", ""Olimpija""], ""location"": [""Sofia"", ""Bulgaria"", ""Slovenia""], ""miscellaneous"": []}"
556,train,0,( 0-0 ),"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
557,train,0,Scorer : Ilian Simeonov ( 58th ),"{""person"": [""Ilian Simeonov""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
558,train,0,"Attendance : 25,000","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
559,train,0,Aggregate 1-1 .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
560,train,0,Olimpija won 4-3 on penalties .,"{""person"": [], ""organization"": [""Olimpija""], ""location"": [], ""miscellaneous"": []}"
561,train,0,In Vaduz : Vaduz ( Liechtenstein ) 1 RAF Riga ( Latvia ) 1 ( 0-0 ),"{""person"": [], ""organization"": [""RAF Riga""], ""location"": [""Vaduz"", ""Vaduz"", ""Liechtenstein"", ""Latvia""], ""miscellaneous"": []}"
562,train,0,Scorers :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
563,train,0,Vaduz - Daniele Polverino ( 90th ),"{""person"": [""Daniele Polverino""], ""organization"": [], ""location"": [""Vaduz""], ""miscellaneous"": []}"
564,train,0,RAF Riga - Agrins Zarins ( 47th ),"{""person"": [""Agrins Zarins""], ""organization"": [""RAF Riga""], ""location"": [], ""miscellaneous"": []}"
565,train,0,Aggregate 2-2 .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
566,train,0,Vaduz won 4-2 on penalties .,"{""person"": [], ""organization"": [], ""location"": [""Vaduz""], ""miscellaneous"": []}"
567,train,0,In Luxembourg : US Luxembourg ( Luxembourg ) 0 Varteks Varazdin,"{""person"": [], ""organization"": [""US Luxembourg"", ""Varteks Varazdin""], ""location"": [""Luxembourg"", ""Luxembourg""], ""miscellaneous"": []}"
568,train,0,( Croatia ) 3 ( 0-0 ),"{""person"": [], ""organization"": [], ""location"": [""Croatia""], ""miscellaneous"": []}"
569,train,0,"Scorers : Drazen Beser ( 63rd ) , Miljenko Mumler ( penalty ,","{""person"": [""Drazen Beser"", ""Miljenko Mumler""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
570,train,0,"78th ) , Jamir Cvetko ( 87th )","{""person"": [""Jamir Cvetko""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
571,train,0,Attendance : 800,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
572,train,0,Varteks Varazdin win 5-1 on aggregate .,"{""person"": [], ""organization"": [""Varteks Varazdin""], ""location"": [], ""miscellaneous"": []}"
573,train,0,In Torshavn : Havnar Boltfelag ( Faroe Islands ) 0 Dynamo,"{""person"": [], ""organization"": [""Havnar Boltfelag"", ""Dynamo""], ""location"": [""Torshavn"", ""Faroe Islands""], ""miscellaneous"": []}"
574,train,0,Batumi ( Georgia ) 3 ( 0-2 ),"{""person"": [], ""organization"": [""Batumi""], ""location"": [""Georgia""], ""miscellaneous"": []}"
575,train,0,Dynamo Batumi win 9-0 on aggregate .,"{""person"": [], ""organization"": [""Dynamo Batumi""], ""location"": [], ""miscellaneous"": []}"
576,train,0,In Prague : Sparta Prague ( Czech Republic ) 8 Glentoran,"{""person"": [], ""organization"": [""Sparta Prague"", ""Glentoran""], ""location"": [""Prague"", ""Czech Republic""], ""miscellaneous"": []}"
577,train,0,( Northern Ireland ) 0 ( 4-0 ),"{""person"": [], ""organization"": [], ""location"": [""Northern Ireland""], ""miscellaneous"": []}"
578,train,0,"Scorers : Petr Gunda ( 1st and 26th ) , Lumir Mistr ( 19th ) ,","{""person"": [""Petr Gunda"", ""Lumir Mistr""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
579,train,0,"Horst Siegl ( 24th , 48th , 80th ) , Zdenek Svoboda ( 76th ) , Petr","{""person"": [""Horst Siegl"", ""Zdenek Svoboda"", ""Petr""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
580,train,0,Gabriel ( 86th ),"{""person"": [""Gabriel""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
581,train,0,Sparta win 10-1 on aggregate .,"{""person"": [], ""organization"": [""Sparta""], ""location"": [], ""miscellaneous"": []}"
582,train,0,In Edinburgh : Hearts ( Scotland ) 1 Red Star Belgrade,"{""person"": [], ""organization"": [""Hearts"", ""Red Star Belgrade""], ""location"": [""Edinburgh"", ""Scotland""], ""miscellaneous"": []}"
583,train,0,( Yugoslavia ) 1 ( 1-0 ),"{""person"": [], ""organization"": [], ""location"": [""Yugoslavia""], ""miscellaneous"": []}"
584,train,0,Scorers :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
585,train,0,Hearts - Dave McPherson ( 44th ),"{""person"": [""Dave McPherson""], ""organization"": [""Hearts""], ""location"": [], ""miscellaneous"": []}"
586,train,0,Red Star - Vinko Marinovic ( 59th ),"{""person"": [], ""organization"": [""Red Star""], ""location"": [], ""miscellaneous"": [""Vinko Marinovic""]}"
587,train,0,"Attendance : 15,062","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
588,train,0,Aggregate 1-1 .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
589,train,0,Red Star win on away goals rule .,"{""person"": [], ""organization"": [""Red Star""], ""location"": [], ""miscellaneous"": []}"
590,train,0,In Rishon-Lezion : Hapoel Ironi ( Israel ) 3 Constructorul,"{""person"": [], ""organization"": [""Hapoel Ironi"", ""Constructorul""], ""location"": [""Rishon-Lezion"", ""Israel""], ""miscellaneous"": []}"
591,train,0,Chisinau ( Moldova ) 2 ( 2-1 ),"{""person"": [], ""organization"": [""Chisinau""], ""location"": [""Moldova""], ""miscellaneous"": []}"
592,train,0,Aggregate 3-3 .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
593,train,0,Constructorul win on away goals rule .,"{""person"": [], ""organization"": [""Constructorul""], ""location"": [], ""miscellaneous"": []}"
594,train,0,In Anjalonkoski : MyPa-47 ( Finland ) 1 Karabach Agdam,"{""person"": [], ""organization"": [""MyPa-47"", ""Karabach Agdam""], ""location"": [""Finland""], ""miscellaneous"": [""Anjalonkoski""]}"
595,train,0,( Azerbaijan ) 1 ( 0-0 ),"{""person"": [], ""organization"": [], ""location"": [""Azerbaijan""], ""miscellaneous"": []}"
596,train,0,Mypa-47 win 2-1 on aggregate .,"{""person"": [], ""organization"": [""Mypa-47""], ""location"": [], ""miscellaneous"": []}"
597,train,0,In Skopje : Sloga Jugomagnat ( Macedonia ) 0 Kispest Honved,"{""person"": [], ""organization"": [""Sloga Jugomagnat"", ""Kispest Honved""], ""location"": [""Skopje"", ""Macedonia""], ""miscellaneous"": []}"
598,train,0,( Hungary 1 ( 0-0 ),"{""person"": [], ""organization"": [], ""location"": [""Hungary""], ""miscellaneous"": []}"
599,train,0,Kispest Honved win 2-0 on aggregate .,"{""person"": [], ""organization"": [""Kispest Honved""], ""location"": [], ""miscellaneous"": []}"
600,train,0,Add Hapoel Ironi v Constructorul Chisinau,"{""person"": [], ""organization"": [""Add Hapoel Ironi"", ""Constructorul Chisinau""], ""location"": [], ""miscellaneous"": []}"
601,train,0,Scorers :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
602,train,0,"Rishon - Moshe Sabag ( 10th minute ) , Nissan Kapeta ( 26th ) ,","{""person"": [""Moshe Sabag"", ""Nissan Kapeta""], ""organization"": [""Rishon""], ""location"": [], ""miscellaneous"": []}"
603,train,0,Tomas Cibola ( 58th ) .,"{""person"": [""Tomas Cibola""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
604,train,0,"Constructorol - Sergei Rogachev ( 42nd ) , Gennadi Skidan","{""person"": [""Sergei Rogachev"", ""Gennadi Skidan""], ""organization"": [""Constructorol""], ""location"": [], ""miscellaneous"": []}"
605,train,0,( 87th ) .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
606,train,0,"Attendance : 1,500 .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
607,train,0,SOCCER - GOTHENBURG PUT FERENCVAROS OUT OF EURO CUP .,"{""person"": [], ""organization"": [""FERENCVAROS""], ""location"": [""GOTHENBURG""], ""miscellaneous"": [""EURO CUP""]}"
608,train,0,BUDAPEST 1996-08-21,"{""person"": [], ""organization"": [], ""location"": [""BUDAPEST""], ""miscellaneous"": []}"
609,train,0,IFK Gothenburg of Sweden drew 1-1 ( 1-0 ) with Ferencvaros of Hungary in the second leg of their European Champions Cup preliminary round tie played on Wednesday .,"{""person"": [], ""organization"": [""IFK Gothenburg"", ""Ferencvaros""], ""location"": [""Sweden"", ""Hungary""], ""miscellaneous"": [""European Champions Cup""]}"
610,train,0,Gothenburg go through 4-1 on aggregate .,"{""person"": [], ""organization"": [], ""location"": [""Gothenburg""], ""miscellaneous"": []}"
611,train,0,Scorers :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
612,train,0,Ferencvaros :,"{""person"": [], ""organization"": [""Ferencvaros""], ""location"": [], ""miscellaneous"": []}"
613,train,0,Ferenc Horvath ( 15th ),"{""person"": [""Ferenc Horvath""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
614,train,0,IFK Gothenburg :,"{""person"": [], ""organization"": [""IFK Gothenburg""], ""location"": [], ""miscellaneous"": []}"
615,train,0,Andreas Andersson ( 87th ),"{""person"": [""Andreas Andersson""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
616,train,0,"Attendance : 9,000","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
617,train,0,SOCCER - BRAZILIAN CHAMPIONSHIP RESULTS .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""BRAZILIAN""]}"
618,train,0,RIO DE JANEIRO 1996-08-22,"{""person"": [], ""organization"": [], ""location"": [""RIO DE JANEIRO""], ""miscellaneous"": []}"
619,train,0,Results of midweek,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
620,train,0,matches in the Brazilian soccer championship .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""Brazilian""]}"
621,train,0,Bahia 2 Atletico Paranaense 0,"{""person"": [], ""organization"": [""Bahia"", ""Atletico Paranaense""], ""location"": [], ""miscellaneous"": []}"
622,train,0,Corinthians 1 Guarani 0,"{""person"": [], ""organization"": [""Corinthians"", ""Guarani""], ""location"": [], ""miscellaneous"": []}"
623,train,0,Coritiba 1 Atletico Mineiro 0,"{""person"": [], ""organization"": [""Coritiba"", ""Atletico Mineiro""], ""location"": [], ""miscellaneous"": []}"
624,train,0,Cruzeiro 2 Vitoria 1,"{""person"": [], ""organization"": [""Cruzeiro"", ""Vitoria""], ""location"": [], ""miscellaneous"": []}"
625,train,0,Flamengo 0 Juventude 1,"{""person"": [], ""organization"": [""Flamengo"", ""Juventude""], ""location"": [], ""miscellaneous"": []}"
626,train,0,Goias 3 Sport Recife 1,"{""person"": [], ""organization"": [""Goias"", ""Sport Recife""], ""location"": [], ""miscellaneous"": []}"
627,train,0,Gremio 6 Bragantino 1,"{""person"": [], ""organization"": [""Gremio"", ""Bragantino""], ""location"": [], ""miscellaneous"": []}"
628,train,0,Palmeiras 3 Vasco da Gama 1,"{""person"": [], ""organization"": [""Palmeiras"", ""Vasco da Gama""], ""location"": [], ""miscellaneous"": []}"
629,train,0,Portuguesa 2 Parana 0,"{""person"": [], ""organization"": [""Portuguesa"", ""Parana""], ""location"": [], ""miscellaneous"": []}"
630,train,0,TENNIS - NEWCOMBE PONDERS HIS DAVIS CUP FUTURE .,"{""person"": [""NEWCOMBE""], ""organization"": [], ""location"": [], ""miscellaneous"": [""DAVIS CUP""]}"
631,train,0,SYDNEY 1996-08-22,"{""person"": [], ""organization"": [], ""location"": [""SYDNEY""], ""miscellaneous"": []}"
632,train,0,Australian Davis Cup captain John Newcombe on Thursday signalled his possible resignation if his team loses an away tie against Croatia next month .,"{""person"": [""John Newcombe""], ""organization"": [], ""location"": [""Croatia""], ""miscellaneous"": [""Australian"", ""Davis Cup""]}"
633,train,0,The former Wimbledon champion said the immediate future of Australia 's Davis Cup coach Tony Roche could also be determined by events in Split .,"{""person"": [""Tony Roche""], ""organization"": [], ""location"": [""Australia"", ""Split""], ""miscellaneous"": [""Wimbledon"", ""Davis Cup""]}"
634,train,0,""" If we lose this one , Tony and I will have to have a good look at giving someone else a go , "" Newcombe was quoted as saying in Sydney 's Daily Telegraph newspaper .","{""person"": [""Tony"", ""Newcombe""], ""organization"": [""Daily Telegraph""], ""location"": [""Sydney""], ""miscellaneous"": []}"
635,train,0,Australia face Croatia in the world group qualifying tie on clay from September 20-22 .,"{""person"": [], ""organization"": [], ""location"": [""Australia"", ""Croatia""], ""miscellaneous"": []}"
636,train,0,"Under Newcombe 's leadership , Australia were relegated from the elite world group last year , the first time the 26-time Davis Cup winners had slipped from the top rank .","{""person"": [""Newcombe""], ""organization"": [], ""location"": [""Australia""], ""miscellaneous"": [""Davis Cup""]}"
637,train,0,"Since taking over as captain from Neale Fraser in 1994 , Newcombe 's record in tandem with Roche , his former doubles partner , has been three wins and three losses .","{""person"": [""Neale Fraser"", ""Newcombe"", ""Roche""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
638,train,0,"Newcombe has selected Wimbledon semifinalist Jason Stoltenberg , Patrick Rafter , Mark Philippoussis , and Olympic doubles champions Todd Woodbridge and Mark Woodforde to face the Croatians .","{""person"": [""Newcombe"", ""Jason Stoltenberg"", ""Patrick Rafter"", ""Mark Philippoussis"", ""Todd Woodbridge"", ""Mark Woodforde""], ""organization"": [], ""location"": [], ""miscellaneous"": [""Wimbledon"", ""Olympic"", ""Croatians""]}"
639,train,0,"The home side boasts world number six Goran Ivanisevic , and Newcombe conceded his players would be hard-pressed to beat the Croatian number one .","{""person"": [""Goran Ivanisevic"", ""Newcombe""], ""organization"": [], ""location"": [], ""miscellaneous"": [""Croatian""]}"
640,train,0,""" We are ready to fight to our last breath -- Australia must play at its absolute best to win , "" said Newcombe , who described the tie as the toughest he has faced as captain .","{""person"": [""Newcombe""], ""organization"": [], ""location"": [""Australia""], ""miscellaneous"": []}"
641,train,0,"Australia last won the Davis Cup in 1986 , but they were beaten finalists against Germany three years ago under Fraser 's guidance .","{""person"": [""Fraser""], ""organization"": [], ""location"": [""Australia"", ""Germany""], ""miscellaneous"": [""Davis Cup""]}"
642,train,0,BADMINTON - MALAYSIAN OPEN RESULTS .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""MALAYSIAN OPEN""]}"
643,train,0,KUALA LUMPUR 1996-08-22,"{""person"": [], ""organization"": [], ""location"": [""KUALA LUMPUR""], ""miscellaneous"": []}"
644,train,0,Results in the Malaysian,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""Malaysian""]}"
645,train,0,Open badminton tournament on Thursday ( prefix number denotes,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""Open""]}"
646,train,0,seeding ) :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
647,train,0,"Men 's singles , third round","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
648,train,0,9/16 - Luo Yigang ( China ) beat Hwang Sun-ho ( South Korea ) 15-3,"{""person"": [""Luo Yigang"", ""Hwang""], ""organization"": [], ""location"": [""China"", ""South Korea""], ""miscellaneous"": [""Sun-ho""]}"
649,train,0,15-7,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
650,train,0,Jason Wong ( Malaysia ) beat Abdul Samad Ismail ( Malaysia ) 16-18,"{""person"": [""Jason Wong"", ""Abdul Samad Ismail""], ""organization"": [], ""location"": [""Malaysia"", ""Malaysia""], ""miscellaneous"": []}"
651,train,0,15-2 17-14,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
652,train,0,P. Kantharoopan ( Malaysia ) beat 3/4 - Jeroen Van Dijk,"{""person"": [""P. Kantharoopan"", ""Jeroen Van Dijk""], ""organization"": [], ""location"": [""Malaysia""], ""miscellaneous"": []}"
653,train,0,( Netherlands ) 15-11 18-14,"{""person"": [], ""organization"": [], ""location"": [""Netherlands""], ""miscellaneous"": []}"
654,train,0,Wijaya Indra ( Indonesia ) beat 5/8 - Pang Chen ( Malaysia ) 15-6,"{""person"": [""Wijaya Indra"", ""Pang Chen""], ""organization"": [], ""location"": [""Indonesia"", ""Malaysia""], ""miscellaneous"": []}"
655,train,0,6-15 15-7,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
656,train,0,3/4 - Hu Zhilan ( China ) beat Nunung Subandoro ( Indonesia ) 5-15,"{""person"": [""Hu Zhilan"", ""Nunung Subandoro""], ""organization"": [], ""location"": [""China"", ""Indonesia""], ""miscellaneous"": []}"
657,train,0,18-15 15-6,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
658,train,0,9/16 - Hermawan Susanto ( Indonesia ) beat 1 - Fung Permadi ( Taiwan ),"{""person"": [""Hermawan Susanto"", ""Fung Permadi""], ""organization"": [], ""location"": [""Indonesia"", ""Taiwan""], ""miscellaneous"": []}"
659,train,0,15-8 15-12,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
660,train,0,Women 's singles 2nd round,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
661,train,0,1 - Wang Chen ( China ) beat Cindana ( Indonesia ) 11-3 1ama ( Japan ) beat Margit Borg ( Sweden ) 11-6 11-6,"{""person"": [""Wang Chen"", ""Cindana"", ""1ama"", ""Margit Borg""], ""organization"": [], ""location"": [""China"", ""Indonesia"", ""Japan"", ""Sweden""], ""miscellaneous"": []}"
662,train,0,Sun Jian ( China ) beat Marina Andrievskaqya ( Sweden ) 11-8 11-2,"{""person"": [""Sun Jian"", ""Marina Andrievskaqya""], ""organization"": [], ""location"": [""China"", ""Sweden""], ""miscellaneous"": []}"
663,train,0,5/8 - Meluawati ( Indonesia ) beat Chan Chia Fong ( Malaysia ) 11-6,"{""person"": [""Meluawati"", ""Chan Chia Fong""], ""organization"": [], ""location"": [""Indonesia"", ""Malaysia""], ""miscellaneous"": []}"
664,train,0,11-1,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
665,train,0,Gong Zhichao ( China ) beat Liu Lufung ( China ) 6-11 11-7 11-3,"{""person"": [""Gong Zhichao"", ""Liu Lufung""], ""organization"": [], ""location"": [""China"", ""China""], ""miscellaneous"": []}"
666,train,0,Zeng Yaqiong ( China ) beat Li Feng ( New Zealand ) 11-9 11-6,"{""person"": [""Zeng Yaqiong"", ""Li Feng""], ""organization"": [], ""location"": [""China"", ""New Zealand""], ""miscellaneous"": []}"
667,train,0,5/8 - Christine Magnusson ( Sweden ) beat Ishwari Boopathy,"{""person"": [""Christine Magnusson"", ""Ishwari Boopathy""], ""organization"": [], ""location"": [""Sweden""], ""miscellaneous"": []}"
668,train,0,( Malaysia ) 11-1 10-12 11-4,"{""person"": [], ""organization"": [], ""location"": [""Malaysia""], ""miscellaneous"": []}"
669,train,0,2 - Zhang Ning ( China ) beat Olivia ( Indonesia ) 11-8 11-6,"{""person"": [""Zhang Ning"", ""Olivia""], ""organization"": [], ""location"": [""China"", ""Indonesia""], ""miscellaneous"": []}"
670,train,0,TENNIS - REVISED MEN 'S DRAW FOR U.S. OPEN .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""U.S. OPEN""]}"
671,train,0,NEW YORK 1996-08-22,"{""person"": [], ""organization"": [], ""location"": [""NEW YORK""], ""miscellaneous"": []}"
672,train,0,Revised singles draw for the,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
673,train,0,U.S. Open tennis championships beginning Monday at the U.S .,"{""person"": [], ""organization"": [], ""location"": [""U.S""], ""miscellaneous"": [""U.S. Open""]}"
674,train,0,National Tennis Centre ( prefix denotes seeding ) :,"{""person"": [], ""organization"": [], ""location"": [""National Tennis Centre""], ""miscellaneous"": []}"
675,train,0,Men 's Draw,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
676,train,0,1 - Pete Sampras ( U.S. ) vs. Adrian Voinea ( Romania ),"{""person"": [""Pete Sampras"", ""Adrian Voinea""], ""organization"": [], ""location"": [""U.S."", ""Romania""], ""miscellaneous"": []}"
677,train,0,Jiri Novak ( Czech Republic ) vs. qualifier,"{""person"": [""Jiri Novak""], ""organization"": [], ""location"": [""Czech Republic""], ""miscellaneous"": []}"
678,train,0,Magnus Larsson ( Sweden ) vs. Alexander Volkov ( Russia ),"{""person"": [""Magnus Larsson"", ""Alexander Volkov""], ""organization"": [], ""location"": [""Sweden"", ""Russia""], ""miscellaneous"": []}"
679,train,0,Mikael Tillstrom ( Sweden ) vs qualifier,"{""person"": [""Mikael Tillstrom""], ""organization"": [], ""location"": [""Sweden""], ""miscellaneous"": []}"
680,train,0,Qualifier vs. Andrei Olhovskiy ( Russia ),"{""person"": [""Andrei Olhovskiy""], ""organization"": [], ""location"": [""Russia""], ""miscellaneous"": []}"
681,train,0,Mark Woodforde ( Australia ) vs. Mark Philippoussis ( Australia ),"{""person"": [""Mark Woodforde"", ""Mark Philippoussis""], ""organization"": [], ""location"": [""Australia"", ""Australia""], ""miscellaneous"": []}"
682,train,0,Roberto Carretero ( Spain ) vs. Jordi Burillo ( Spain ),"{""person"": [""Roberto Carretero"", ""Jordi Burillo""], ""organization"": [], ""location"": [""Spain"", ""Spain""], ""miscellaneous"": []}"
683,train,0,Francisco Clavet ( Spain ) vs. 16 - Cedric Pioline ( France ),"{""person"": [""Francisco Clavet"", ""Cedric Pioline""], ""organization"": [], ""location"": [""Spain"", ""France""], ""miscellaneous"": []}"
684,train,0,------------------------,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
685,train,0,9 - Wayne Ferreira ( South Africa ) vs. qualifier,"{""person"": [""Wayne Ferreira""], ""organization"": [], ""location"": [""South Africa""], ""miscellaneous"": []}"
686,train,0,Karol Kucera ( Slovakia ) vs. Jonas Bjorkman ( Sweden ),"{""person"": [""Karol Kucera"", ""Jonas Bjorkman""], ""organization"": [], ""location"": [""Slovakia"", ""Sweden""], ""miscellaneous"": []}"
687,train,0,Qualifier vs. Christian Rudd ( Norway ),"{""person"": [""Christian Rudd""], ""organization"": [], ""location"": [""Norway""], ""miscellaneous"": []}"
688,train,0,Alex Corretja ( Spain ) vs. Byron Black ( Zimbabwe ),"{""person"": [""Alex Corretja"", ""Byron Black""], ""organization"": [], ""location"": [""Spain"", ""Zimbabwe""], ""miscellaneous"": []}"
689,train,0,David Rikl ( Czech Republic ) vs. Hicham Arazi ( Morocco ),"{""person"": [""David Rikl"", ""Hicham Arazi""], ""organization"": [], ""location"": [""Czech Republic"", ""Morocco""], ""miscellaneous"": []}"
690,train,0,Sjeng Schalken ( Netherlands ) vs. Gilbert Schaller ( Austria ),"{""person"": [""Sjeng Schalken"", ""Gilbert Schaller""], ""organization"": [], ""location"": [""Netherlands"", ""Austria""], ""miscellaneous"": []}"
691,train,0,Grant Stafford ( South Africa ) vs. Guy Forget ( France ),"{""person"": [""Grant Stafford"", ""Guy Forget""], ""organization"": [], ""location"": [""South Africa"", ""France""], ""miscellaneous"": []}"
692,train,0,Fernando Meligeni ( Brazil ) vs. 7 - Yevgeny Kafelnikov ( Russia ),"{""person"": [""Fernando Meligeni"", ""Yevgeny Kafelnikov""], ""organization"": [], ""location"": [""Brazil"", ""Russia""], ""miscellaneous"": []}"
693,train,0,------------------------,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
694,train,0,4 - Goran Ivanisevic ( Croatia ) vs. Andrei Chesnokov ( Russia ),"{""person"": [""Goran Ivanisevic"", ""Andrei Chesnokov""], ""organization"": [], ""location"": [""Croatia"", ""Russia""], ""miscellaneous"": []}"
695,train,0,Scott Draper ( Australia ) vs. Galo Blanco ( Spain ),"{""person"": [""Scott Draper"", ""Galo Blanco""], ""organization"": [], ""location"": [""Australia"", ""Spain""], ""miscellaneous"": []}"
696,train,0,Renzo Furlan ( Italy ) vs. Thomas Johansson ( Sweden ),"{""person"": [""Renzo Furlan"", ""Thomas Johansson""], ""organization"": [], ""location"": [""Italy"", ""Sweden""], ""miscellaneous"": []}"
697,train,0,Hendrik Dreekman ( Germany ) vs. Greg Rusedski ( Britain ),"{""person"": [""Hendrik Dreekman"", ""Greg Rusedski""], ""organization"": [], ""location"": [""Germany"", ""Britain""], ""miscellaneous"": []}"
698,train,0,Andrei Medvedev ( Ukraine ) vs. Jean-Philippe Fleurian ( France ),"{""person"": [""Andrei Medvedev"", ""Jean-Philippe Fleurian""], ""organization"": [], ""location"": [""Ukraine"", ""France""], ""miscellaneous"": []}"
699,train,0,Jan Kroslak ( Slovakia ) vs. Chris Woodruff ( U.S. ),"{""person"": [""Jan Kroslak"", ""Chris Woodruff""], ""organization"": [], ""location"": [""Slovakia"", ""U.S.""], ""miscellaneous"": []}"
700,train,0,Qualifier vs. Petr Korda ( Czech Republic ),"{""person"": [""Petr Korda""], ""organization"": [], ""location"": [""Czech Republic""], ""miscellaneous"": []}"
701,train,0,Bohdan Ulihrach ( Czech Republic ) vs. 14 - Alberto Costa,"{""person"": [""Bohdan Ulihrach"", ""Alberto Costa""], ""organization"": [], ""location"": [""Czech Republic""], ""miscellaneous"": []}"
702,train,0,( Spain ),"{""person"": [], ""organization"": [], ""location"": [""Spain""], ""miscellaneous"": []}"
703,train,0,------------------------,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
